Ubigeo;Departamento;Provincia;Distrito;Indicador;Unidad de medida;Anio 2012;Anio 2013;Anio 2014;Anio 2015;Anio 2016;Anio 2017;Anio 2018;Anio 2019;Anio 2020;Anio 2021;Anio 2022;Anio 2023
101103;HUANUCO;YAROWILCA;CHACABAMBA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;555;520;496;459;432;417;397;384;374;377;379;364
101101;HUANUCO;YAROWILCA;CHAVINILLO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2537;2598;2258;2153;2216;2117;2020;1893;1913;2010;1884;1733
101108;HUANUCO;YAROWILCA;CHORAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1057;1002;920;863;791;764;692;645;692;682;690;723
101105;HUANUCO;YAROWILCA;JACAS CHICO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;403;407;361;329;300;294;274;261;285;291;247;225
101106;HUANUCO;YAROWILCA;OBAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2149;2089;2016;1806;1740;1571;1396;1289;1325;1286;1196;1079
101107;HUANUCO;YAROWILCA;PAMPAMARCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;639;596;556;528;508;497;426;419;424;417;403;382
110202;ICA;CHINCHA;ALTO LARAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1243;1408;1534;1840;1979;2026;2110;2355;2460;2481;2654;2731
110203;ICA;CHINCHA;CHAVIN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;119;113;105;104;131;110;118;122;135;218;133;130
110201;ICA;CHINCHA;CHINCHA ALTA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;33571;34406;34070;34316;34479;36132;36111;36849;36580;36251;38717;38826
110204;ICA;CHINCHA;CHINCHA BAJA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3710;3644;3839;3703;3988;4115;4447;4932;5353;5447;5569;5558
110205;ICA;CHINCHA;EL CARMEN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2556;2585;2567;2575;2592;2619;2609;2729;2920;3245;3202;3242
110206;ICA;CHINCHA;GROCIO PRADO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;4464;4778;4845;5064;5437;5546;5847;6189;6543;6693;7127;7279
110207;ICA;CHINCHA;PUEBLO NUEVO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;11312;11675;11837;12106;12791;12479;12513;13083;13591;13248;13653;13984
110208;ICA;CHINCHA;SAN JUAN DE YANAC;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;109;129;95;75;77;75;77;69;103;127;114;87
110209;ICA;CHINCHA;SAN PEDRO DE HUACARPANA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;322;360;323;295;322;255;249;226;285;312;247;238
110210;ICA;CHINCHA;SUNAMPE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;4240;4173;4329;4512;4616;4635;4784;4995;5390;5499;5770;5916
110211;ICA;CHINCHA;TAMBO DE MORA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;528;548;532;582;615;604;606;614;684;694;718;659
110101;ICA;ICA;ICA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;55485;58267;57778;58625;61648;63967;64683;65607;59608;58429;62567;-
110102;ICA;ICA;LA TINGUIÑA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;8751;7958;7801;8061;8606;8773;9102;9440;9912;10085;10130;-
110103;ICA;ICA;LOS AQUIJES;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3685;3749;3743;3905;4144;4252;4422;4720;5262;5122;5152;-
110104;ICA;ICA;OCUCAJE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;793;783;795;809;888;864;928;975;1124;1122;1259;-
110105;ICA;ICA;PACHACUTEC;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1649;1729;1697;1713;1742;1774;1878;1964;2089;2068;2164;-
110106;ICA;ICA;PARCONA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;9206;9666;9240;9652;9987;10268;10703;11537;12140;12251;12710;-
110107;ICA;ICA;PUEBLO NUEVO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;888;915;909;950;988;1009;1065;1112;1255;1308;1283;-
110108;ICA;ICA;SALAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;4682;5030;5334;5531;5997;6335;6503;7164;8075;8029;8651;-
110109;ICA;ICA;SAN JOSE DE LOS MOLINOS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1657;1588;1615;1616;1702;1769;1807;1877;1983;2081;2124;-
110110;ICA;ICA;SAN JUAN BAUTISTA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1581;1555;1512;1603;1678;1647;1798;1850;2076;2074;2141;-
110111;ICA;ICA;SANTIAGO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;6754;6772;6693;6796;7049;7503;7797;7815;8053;8445;8499;-
110112;ICA;ICA;SUBTANJALLA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2818;2914;2896;3089;3415;3499;3686;3926;4770;4660;4993;-
110113;ICA;ICA;TATE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;708;689;619;667;681;672;764;836;869;934;964;-
110114;ICA;ICA;YAUCA DEL ROSARIO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;187;189;172;159;165;170;198;218;251;263;221;-
110302;ICA;NASCA;CHANGUILLO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;513;519;496;493;513;499;515;526;593;616;603;576
110303;ICA;NASCA;EL INGENIO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;881;874;850;842;833;877;878;877;911;938;1031;1004
110304;ICA;NASCA;MARCONA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;4285;4272;4460;4537;4817;4841;5106;5572;5688;5665;6026;6123
110301;ICA;NASCA;NASCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;11085;11461;11255;10801;10974;11137;11589;12046;12206;12379;12744;12752
110305;ICA;NASCA;VISTA ALEGRE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3314;3355;3516;3422;3710;3683;3718;3922;4259;4347;4558;4570
110402;ICA;PALPA;LLIPATA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;220;266;296;297;290;267;263;264;291;312;367;343
110401;ICA;PALPA;PALPA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2932;2825;2797;3070;3096;3163;3141;3234;3303;3416;3620;3332
110403;ICA;PALPA;RIO GRANDE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;886;882;864;939;1027;978;979;964;1013;1092;1149;1148
110404;ICA;PALPA;SANTA CRUZ;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;249;219;209;209;229;230;247;259;294;326;295;301
110405;ICA;PALPA;TIBILLO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;92;81;71;70;72;81;77;73;75;76;79;80
110502;ICA;PISCO;HUANCANO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;444;437;423;407;442;395;397;421;454;494;469;457
110503;ICA;PISCO;HUMAY;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1317;1258;1246;1224;1277;1347;1397;1573;1673;1702;1714;1956
110504;ICA;PISCO;INDEPENDENCIA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3544;3737;3565;3679;3740;3722;3808;3928;4161;4292;4501;4540
110505;ICA;PISCO;PARACAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1156;1300;1393;1512;1579;1687;1708;1868;1979;2068;2088;2302
110501;ICA;PISCO;PISCO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;17580;18851;18282;18750;19111;19025;19493;19828;20510;20879;21134;21418
110506;ICA;PISCO;SAN ANDRES;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3222;3295;3439;3437;3713;3733;3978;4420;4411;4377;4683;4751
110507;ICA;PISCO;SAN CLEMENTE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;6598;6740;6543;6894;7126;7157;7339;7829;8173;8394;8683;8864
110508;ICA;PISCO;TUPAC AMARU INCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;4311;4457;4590;4824;4825;5000;5192;5414;5603;5775;6086;6073
120301;JUNIN;CHANCHAMAYO;CHANCHAMAYO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;8888;8572;8593;7900;8254;8178;8414;8432;8761;8703;8909;9206
120302;JUNIN;CHANCHAMAYO;PERENE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;15997;15942;14607;14741;15203;15457;15574;15693;16113;17236;18563;17866
120303;JUNIN;CHANCHAMAYO;PICHANAQUI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;16240;16747;15549;15822;15367;15876;15194;15109;15432;15652;17600;17148
120304;JUNIN;CHANCHAMAYO;SAN LUIS DE SHUARO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1247;1318;1096;1144;1179;1188;1249;1182;1395;1344;1452;1403
120305;JUNIN;CHANCHAMAYO;SAN RAMON;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;7805;7928;7662;7594;7764;8124;8313;8411;8059;8004;8620;8345
120306;JUNIN;CHANCHAMAYO;VITOC;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;310;319;279;276;284;290;328;292;363;402;414;387
120902;JUNIN;CHUPACA;AHUAC;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1491;1500;1436;1400;1480;1450;1410;1443;1543;1613;1648;1527
120903;JUNIN;CHUPACA;CHONGOS BAJO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;995;1105;951;1074;1161;1210;1169;1210;1230;1298;1384;1351
120901;JUNIN;CHUPACA;CHUPACA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;8784;7771;7766;8013;8560;8593;8903;9538;10028;9799;10301;10528
120904;JUNIN;CHUPACA;HUACHAC;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;523;499;535;558;548;500;481;497;527;557;565;558
120905;JUNIN;CHUPACA;HUAMANCACA CHICO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1088;1186;1475;1435;1547;1563;1536;1676;1584;1596;1739;1776
120906;JUNIN;CHUPACA;SAN JUAN DE ISCOS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;355;367;356;374;347;354;331;355;407;467;427;415
120907;JUNIN;CHUPACA;SAN JUAN DE JARPA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1016;960;930;883;798;707;667;640;635;627;595;542
120908;JUNIN;CHUPACA;TRES DE DICIEMBRE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;326;357;380;404;444;494;557;636;832;832;939;984
120909;JUNIN;CHUPACA;YANACANCHA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;907;896;818;808;823;804;764;765;751;773;743;661
120202;JUNIN;CONCEPCION;ACO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;431;430;412;408;409;433;448;459;485;478;445;398
120203;JUNIN;CONCEPCION;ANDAMARCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2080;1940;1854;1713;1635;1604;1585;1536;1644;1715;1692;1532
120204;JUNIN;CONCEPCION;CHAMBARA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;826;771;740;721;723;700;682;682;748;781;768;682
120205;JUNIN;CONCEPCION;COCHAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;684;584;533;521;515;562;543;518;604;611;572;502
120206;JUNIN;CONCEPCION;COMAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2263;2158;2084;1901;1816;1783;1711;1684;1758;1811;1748;1596
120201;JUNIN;CONCEPCION;CONCEPCION;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;6264;6059;6025;5899;5920;5668;5692;5929;6179;6130;6273;6269
120207;JUNIN;CONCEPCION;HEROINAS TOLEDO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;298;281;260;266;248;255;250;224;240;249;257;231
120208;JUNIN;CONCEPCION;MANZANARES;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;339;338;333;357;520;535;570;584;630;609;658;608
120209;JUNIN;CONCEPCION;MARISCAL CASTILLA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;477;518;537;473;501;453;464;443;477;472;457;426
120210;JUNIN;CONCEPCION;MATAHUASI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;959;900;918;895;862;846;840;937;1023;1066;1149;1127
120211;JUNIN;CONCEPCION;MITO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;249;237;232;238;236;245;221;228;230;234;241;217
120212;JUNIN;CONCEPCION;NUEVE DE JULIO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;426;443;470;475;489;497;529;559;601;695;707;712
120213;JUNIN;CONCEPCION;ORCOTUNA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1493;1451;1310;1194;1211;1268;1296;1253;1448;1521;1684;1466
120214;JUNIN;CONCEPCION;SAN JOSE DE QUERO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2068;1949;1869;1766;1533;1473;1355;1247;1304;1343;1317;1213
120215;JUNIN;CONCEPCION;SANTA ROSA DE OCOPA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;293;329;378;418;455;495;523;551;651;642;656;594
120104;JUNIN;HUANCAYO;CARHUACALLANGA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;17;12;14;12;11;9;5;5;22;22;14;13
120105;JUNIN;HUANCAYO;CHACAPAMPA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;369;371;356;350;289;265;264;274;291;335;342;297
120106;JUNIN;HUANCAYO;CHICCHE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;238;208;182;169;195;148;150;165;144;144;131;110
120107;JUNIN;HUANCAYO;CHILCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;13083;15618;15670;15860;16379;15942;16185;16618;16786;15955;16854;17491
120108;JUNIN;HUANCAYO;CHONGOS ALTO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;357;340;323;307;270;277;258;247;239;265;248;232
120111;JUNIN;HUANCAYO;CHUPURO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;444;438;424;425;429;397;402;414;426;460;452;422
120112;JUNIN;HUANCAYO;COLCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;249;274;222;231;233;225;219;223;250;283;249;217
120113;JUNIN;HUANCAYO;CULLHUAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;507;472;354;336;326;309;317;308;328;358;324;275
120114;JUNIN;HUANCAYO;EL TAMBO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;37508;44271;44656;44823;45795;45216;45166;46374;47103;46102;47355;46642
120116;JUNIN;HUANCAYO;HUACRAPUQUIO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;286;241;238;212;223;233;211;228;227;216;223;211
120117;JUNIN;HUANCAYO;HUALHUAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;733;987;925;1002;1090;1042;1071;1073;1139;1204;1247;1238
120119;JUNIN;HUANCAYO;HUANCAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3125;3220;3493;3669;3894;4032;4349;4222;4459;4367;4488;4748
120101;JUNIN;HUANCAYO;HUANCAYO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;59016;62729;61129;60748;61917;60461;61437;63095;63274;63044;67436;69865
120120;JUNIN;HUANCAYO;HUASICANCHA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;271;286;272;267;261;237;229;217;235;257;222;206
120121;JUNIN;HUANCAYO;HUAYUCACHI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2180;2523;2397;2540;2669;2768;2972;3119;3346;3347;3677;3885
120122;JUNIN;HUANCAYO;INGENIO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;233;222;209;443;438;422;442;413;445;432;427;414
120124;JUNIN;HUANCAYO;PARIAHUANCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2096;2089;1997;1872;1782;1736;1712;1633;1720;1739;1652;1472
120125;JUNIN;HUANCAYO;PILCOMAYO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2775;3157;3251;3504;3653;4238;4373;4397;4626;4450;4844;4998
120126;JUNIN;HUANCAYO;PUCARA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1060;1019;963;897;875;870;832;813;920;959;932;893
120127;JUNIN;HUANCAYO;QUICHUAY;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;233;240;212;227;228;218;208;221;221;218;193;189
120128;JUNIN;HUANCAYO;QUILCAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;892;960;975;993;980;969;997;1038;1089;1093;1076;1002
120129;JUNIN;HUANCAYO;SAN AGUSTIN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;4269;4828;4755;4692;4747;4796;4933;5084;5181;5025;5109;5159
120130;JUNIN;HUANCAYO;SAN JERONIMO DE TUNAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3300;3709;3724;3727;3869;3763;3992;4080;4347;4343;4462;4604
120132;JUNIN;HUANCAYO;SAÑO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;637;684;735;749;912;949;1123;1231;1405;1407;1494;1226
120135;JUNIN;HUANCAYO;SANTO DOMINGO DE ACOBAMBA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2437;2600;2373;2301;2238;2213;2086;2021;2072;2066;1978;1787
120133;JUNIN;HUANCAYO;SAPALLANGA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2559;3125;3130;3346;3483;3483;3446;3630;3971;4043;4411;4364
120134;JUNIN;HUANCAYO;SICAYA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3390;3656;3801;3591;3769;3792;3914;3954;4183;4104;4149;4183
120136;JUNIN;HUANCAYO;VIQUES;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;550;594;587;591;590;534;539;537;560;528;558;593
120402;JUNIN;JAUJA;ACOLLA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1902;1881;1667;1593;1471;1392;1308;1260;1539;1418;1311;1164
120403;JUNIN;JAUJA;APATA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1349;1322;1216;1176;1248;1203;1201;1243;1296;1339;1312;1218
120404;JUNIN;JAUJA;ATAURA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;176;154;178;163;200;196;216;153;88;96;104;91
120405;JUNIN;JAUJA;CANCHAYLLO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;422;419;393;390;373;369;358;369;379;405;414;390
120406;JUNIN;JAUJA;CURICACA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;372;380;311;301;307;270;278;278;290;306;277;247
120407;JUNIN;JAUJA;EL MANTARO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;571;608;550;544;568;498;443;408;495;524;536;502
120408;JUNIN;JAUJA;HUAMALI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;311;339;313;296;313;310;335;393;469;474;464;466
120409;JUNIN;JAUJA;HUARIPAMPA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;91;92;86;90;96;107;94;103;131;130;101;98
120410;JUNIN;JAUJA;HUERTAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;191;187;175;159;184;195;200;205;261;296;279;230
120411;JUNIN;JAUJA;JANJAILLO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;205;137;162;144;147;144;129;110;94;104;88;71
120401;JUNIN;JAUJA;JAUJA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;8576;9069;8742;8853;9220;9132;9067;9767;9607;9703;9674;9841
120412;JUNIN;JAUJA;JULCAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;272;269;256;229;277;215;213;210;233;268;245;255
120413;JUNIN;JAUJA;LEONOR ORDOÑEZ;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;246;235;232;247;233;218;213;219;240;259;269;255
120414;JUNIN;JAUJA;LLOCLLAPAMPA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;266;241;253;231;230;249;236;226;247;246;241;231
120415;JUNIN;JAUJA;MARCO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;715;720;620;532;454;536;732;529;613;607;572;508
120416;JUNIN;JAUJA;MASMA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;406;385;367;365;375;336;342;326;436;438;433;420
120417;JUNIN;JAUJA;MASMA CHICCHE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;256;231;222;199;204;187;177;176;208;223;225;180
120418;JUNIN;JAUJA;MOLINOS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;489;486;410;393;397;371;351;321;342;340;310;295
120419;JUNIN;JAUJA;MONOBAMBA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;268;267;261;318;319;299;336;315;323;343;339;300
120420;JUNIN;JAUJA;MUQUI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;115;101;102;105;110;110;116;113;133;139;122;91
120421;JUNIN;JAUJA;MUQUIYAUYO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;624;667;639;590;550;510;473;472;494;501;473;454
120422;JUNIN;JAUJA;PACA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;224;187;180;142;140;123;119;99;114;116;97;99
120423;JUNIN;JAUJA;PACCHA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;474;482;364;335;323;258;226;225;239;260;238;198
120424;JUNIN;JAUJA;PANCAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;539;577;611;622;756;769;749;731;776;801;721;718
120425;JUNIN;JAUJA;PARCO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;258;280;262;246;225;210;205;188;201;224;205;174
120426;JUNIN;JAUJA;POMACANCHA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;586;507;490;475;439;403;346;332;347;381;326;294
120427;JUNIN;JAUJA;RICRAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;394;363;330;299;340;337;317;318;367;379;321;269
120428;JUNIN;JAUJA;SAN LORENZO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;693;680;673;650;800;788;808;811;763;725;737;727
120429;JUNIN;JAUJA;SAN PEDRO DE CHUNAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;169;157;138;127;115;108;91;95;101;101;117;128
120430;JUNIN;JAUJA;SAUSA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;944;952;922;919;947;936;924;923;905;908;956;946
120431;JUNIN;JAUJA;SINCOS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1146;1106;1068;978;949;893;832;826;897;965;930;815
120432;JUNIN;JAUJA;TUNAN MARCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;262;254;219;212;215;182;190;164;172;175;173;179
120433;JUNIN;JAUJA;YAULI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;259;283;216;183;168;146;133;151;131;191;190;194
120434;JUNIN;JAUJA;YAUYOS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;961;973;833;832;879;886;823;724;1419;1259;841;755
120502;JUNIN;JUNIN;CARHUAMAYO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2274;2486;2267;2233;2218;2206;2167;2139;2243;2353;2341;2146
120501;JUNIN;JUNIN;JUNIN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3999;3764;3512;3623;3612;3441;3307;3196;3311;3463;3321;3097
120503;JUNIN;JUNIN;ONDORES;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;300;271;237;222;210;190;189;186;196;184;192;169
120504;JUNIN;JUNIN;ULCUMAYO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1613;1608;1296;1155;1068;1081;1063;1052;1239;1341;1357;1118
120602;JUNIN;SATIPO;COVIRIALI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;819;736;694;729;730;735;709;758;886;888;838;811
120603;JUNIN;SATIPO;LLAYLLA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1318;1304;1226;1267;1277;1239;1196;1180;1172;1218;1219;1255
120604;JUNIN;SATIPO;MAZAMARI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;6932;6929;6756;7245;7898;7822;8249;7627;8183;8305;8437;8472
120605;JUNIN;SATIPO;PAMPA HERMOSA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;966;999;891;901;825;876;910;755;796;788;715;710
120606;JUNIN;SATIPO;PANGOA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;18277;19002;18668;19998;21194;19949;20291;20760;21041;21006;23763;24150
120607;JUNIN;SATIPO;RIO NEGRO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;5948;5984;5986;5910;6115;5539;5539;5239;5936;5839;6053;5995
120608;JUNIN;SATIPO;RIO TAMBO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;9497;10692;11216;11062;11238;12274;12617;12993;13473;14021;14661;14614
120601;JUNIN;SATIPO;SATIPO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;13898;14550;13128;13704;15029;14022;14372;13409;14013;14325;15568;15231
120609;JUNIN;SATIPO;VIZCATAN DEL ENE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;;;;0;0;894;1092;1455;1605;1703;1724;1600
120702;JUNIN;TARMA;ACOBAMBA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1986;1861;1836;1822;1868;1820;1804;1884;2157;2227;2330;2188
120703;JUNIN;TARMA;HUARICOLCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;651;639;589;557;518;495;473;450;478;482;467;428
120704;JUNIN;TARMA;HUASAHUASI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2443;2465;2335;2247;2265;2218;2284;2289;2497;2538;2613;2482
120705;JUNIN;TARMA;LA UNION;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;713;679;637;575;584;599;567;559;639;683;667;635
120706;JUNIN;TARMA;PALCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1557;1596;1561;1517;1463;1431;1418;1373;1507;1567;1567;1431
120707;JUNIN;TARMA;PALCAMAYO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;721;736;738;718;705;681;703;704;733;761;768;744
120708;JUNIN;TARMA;SAN PEDRO DE CAJAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1022;1153;918;879;859;828;747;786;895;940;845;769
120709;JUNIN;TARMA;TAPO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1145;1142;1116;1140;1125;1073;1095;1043;1186;1249;1181;1143
120701;JUNIN;TARMA;TARMA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;15604;16052;15867;15644;15898;15772;15740;16259;16886;16588;16544;16473
120802;JUNIN;YAULI;CHACAPALPA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;157;135;121;102;102;108;104;116;144;135;148;123
120803;JUNIN;YAULI;HUAY-HUAY;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;469;502;493;491;496;446;426;404;432;430;454;404
120801;JUNIN;YAULI;LA OROYA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;5590;5440;5269;4935;4483;4128;4181;4047;3962;3920;3590;3209
